,Title,Genres,Poster_Path,Language,Release_Date,Popularity,ID,Action,Science Fiction,Adventure,Thriller,Animation,Drama,History,War,Romance,TV Movie,Documentary,Comedy,Horror,Crime,Music,Family,Fantasy,Mystery,Western,dominant_color,faces
916,"""That Burning Feeling""",Drama Comedy,posters/movie916.png,en,2014-05-02,5.401,267457,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"(63, 93, 86)",0
917,"""Spiderhole""",Horror,posters/movie917.png,en,2010-10-29,1.213,61948,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(196, 189, 190)",0
918,"""Blood Lodge""",Horror,posters/movie918.png,en,2012-03-03,0.6,708623,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(170, 102, 97)",1
919,"""In Over My Head""",Comedy,posters/movie919.png,en,2012-10-26,0.6,579102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(236, 229, 223)",1
920,"""Picasso and Braque Go to the Movies""",Documentary,posters/movie920.png,en,2008-09-07,1.4,86500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(8, 8, 5)",0
921,"""Trick AND Treat""",Horror,posters/movie921.png,en,2017-10-21,0.605,484955,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(13, 16, 28)",1
922,"""Pressing On: The Letterpress Film""",Documentary,posters/movie922.png,en,2017-05-27,1.055,476895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(227, 232, 205)",3
923,"""Annabelle: Creation""",Horror Mystery Thriller,posters/movie923.png,en,2017-08-03,44.818999999999996,396422,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"(28, 49, 55)",0
924,"""Androgynym""",Crime Horror,posters/movie924.png,en,2016-04-12,0.6,385713,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"(207, 180, 139)",0
925,"""Cam Closer""",Horror,posters/movie925.png,en,2013-04-24,2.9810000000000003,305967,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(4, 4, 4)",0
926,"""Sabbath""",Horror,posters/movie926.png,en,2008-02-05,1.88,55079,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(144, 149, 130)",3
927,"""Hitler: The Comedy Years""",Documentary,posters/movie927.png,en,2007-05-10,0.6,281898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(4, 4, 4)",0
928,"""So You've Grown Attached""",Comedy,posters/movie928.png,en,2014-04-26,0.6,357112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(231, 211, 209)",0
929,"""Alex and the Handyman""",Comedy,posters/movie929.png,en,2017-06-01,0.6,494036,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(179, 167, 157)",0
930,"""Falling for Grace""",Comedy Romance,posters/movie930.png,en,2006-03-31,4.213,93961,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"(224, 216, 202)",0
931,"""Pia & Mike""",Drama,posters/movie931.png,en,2019-06-01,0.6,712764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(51, 28, 26)",0
932,"""A/R Andata + Ritorno""",Comedy,posters/movie932.png,en,2004-04-02,2.375,33610,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(32, 16, 14)",3
933,"""Perfect Pitch""",Music Family,posters/movie933.png,en,2012-01-02,1.4409999999999998,406054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"(47, 34, 57)",4
934,"""Buttonwillow""",Comedy Horror,posters/movie934.png,en,2019-06-11,0.6,687137,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"(5, 5, 5)",0
935,"""Call Your Mother""",Documentary,posters/movie935.png,en,2020-04-15,5.494,696419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(198, 199, 93)",3
936,"""Fleshback: Queer Raving in Manchester’s Twilight Zone""",Documentary History Music,posters/movie936.png,en,2018-06-19,0.609,532346,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"(219, 117, 38)",2
937,"""The Lost Genius of British Art: William Dobson""",Documentary,posters/movie937.png,en,2011-09-22,0.6,717929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(78, 57, 43)",1
938,"""J.R. “Bob” Dobbs and The Church of the SubGenius""",Documentary,posters/movie938.png,en,2019-03-10,3.4539999999999997,576703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(72, 72, 72)",2
939,"""All the Presidents' Heads""",Documentary,posters/movie939.png,en,2016-04-13,0.6,470307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(101, 101, 95)",6
940,"""The Evilmaker""",Horror,posters/movie940.png,en,2000-06-03,0.6,37930,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(200, 121, 102)",1
941,"""Search for the World's Best Indian Taco""",Comedy,posters/movie941.png,en,2010-01-01,0.6,667139,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(190, 165, 115)",0
942,"""Just Add Pepper""",Comedy Romance,posters/movie942.png,en,2002-09-28,0.6,684906,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"(216, 192, 184)",2
943,"""Messenger of Wrath""",Horror,posters/movie943.png,en,2017-09-08,0.856,484853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(17, 18, 20)",2
944,"""Worth A Try""",Drama,posters/movie944.png,en,2017-08-15,0.6,578936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(25, 21, 22)",3
945,"""The Code""",Action Thriller Documentary,posters/movie945.png,en,2001-09-26,1.626,45049,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(94, 89, 61)",7
946,"""Big Trouble""",Action Comedy Thriller Mystery,posters/movie946.png,en,2002-04-05,10.439,2185,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"(213, 47, 50)",2
947,"""Girl Flu.""",Comedy,posters/movie947.png,en,2016-06-06,4.877,397591,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(212, 45, 84)",0
948,"""LA 92""",Documentary History,posters/movie948.png,en,2017-04-28,6.968,450875,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"(194, 196, 198)",0
949,"""No Chance""",Action,posters/movie949.png,en,2017-08-24,1.3840000000000001,493550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(197, 156, 131)",2
950,"""True Adolescents""",Comedy,posters/movie950.png,en,2009-03-14,4.396,73424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(78, 148, 160)",5
951,"""Ricky Dicks' Rock Docs: ""I Feel Love""""",Comedy,posters/movie951.png,en,2017-09-13,1.96,478846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(129, 105, 84)",0
952,"""Mr. Hush""",Horror,posters/movie952.png,en,2010-08-01,4.1819999999999995,123389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(202, 75, 13)",3
953,"""Late Afternoon""",Animation Drama,posters/movie953.png,en,2019-02-08,4.3260000000000005,500688,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(216, 156, 74)",0
954,"""Slash""",Horror,posters/movie954.png,en,2018-10-31,0.6,581009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(7, 6, 5)",8
955,"""Post impact""",Science Fiction Adventure,posters/movie955.png,en,2004-01-01,6.481,15910,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(15, 20, 43)",1
956,"""Theodora""",Music,posters/movie956.png,en,2009-07-09,0.6,649539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(62, 39, 46)",0
957,"""Anus Magillicutty""",Romance Drama Comedy,posters/movie957.png,en,2003-04-15,3.9189999999999996,32626,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"(200, 135, 68)",0
958,"""Chronic Town""",Drama Action Thriller,posters/movie958.png,en,2008-04-03,0.6709999999999999,91443,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(28, 27, 27)",1
959,"""Subvertisers for London""",Documentary,posters/movie959.png,en,2019-04-08,0.6,690475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(159, 151, 140)",0
960,"""Ecstasy""",Drama Thriller,posters/movie960.png,en,2013-06-30,0.625,208820,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(4, 4, 4)",0
961,"""Charlton Heston and Ben-Hur: A Personal Journey""",Documentary,posters/movie961.png,en,2011-07-14,2.072,406437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(145, 111, 76)",0
962,"""At the End of the Cul-de-sac""",Mystery Drama,posters/movie962.png,en,2017-04-04,0.711,451098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"(33, 43, 30)",0
963,"""Hellraiser: Hellseeker""",Horror Thriller Mystery,posters/movie963.png,en,2002-10-15,15.029000000000002,11246,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"(26, 4, 4)",1
964,"""Depeche Mode: 1989–90 “If You Wanna Use Guitars, Use Guitars…”""",Documentary Music,posters/movie964.png,en,2006-06-06,0.875,363302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"(169, 71, 68)",0
965,"""I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal""",Documentary,posters/movie965.png,en,2007-05-28,5.153,40620,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(60, 55, 52)",1
966,"""I Can Do Bad All By Myself""",Drama Comedy,posters/movie966.png,en,2009-09-11,9.167,26367,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"(200, 188, 212)",1
967,"""The House Next Door""",Horror Mystery Thriller,posters/movie967.png,en,2006-10-30,4.519,18742,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"(43, 38, 27)",2
968,"""Biological Clock""",Drama,posters/movie968.png,en,2018-01-16,0.6,514742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(235, 225, 194)",0
969,"""Live-In Maid""",Drama,posters/movie969.png,en,2004-09-21,1.351,78705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49, 32, 25)",0
970,"""Stuck In Time""",Drama Comedy Romance Science Fiction,posters/movie970.png,en,2016-04-01,0.6,466168,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"(36, 43, 21)",0
971,"""Liberation""",Action Drama Thriller War,posters/movie971.png,en,2013-08-07,0.6,519505,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"(11, 10, 10)",0
972,"""The Lost Weekend""",Comedy Drama Romance,posters/movie972.png,en,2019-04-05,0.6,593253,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"(241, 224, 138)",0
973,"""Heavy Metal Basement""",Documentary,posters/movie973.png,en,2001-05-01,1.764,59135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(193, 162, 157)",0
974,"""Bob Marley: This Land Is Your Land""",Music,posters/movie974.png,en,2012-02-04,0.6,381260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(47, 47, 32)",0
975,"""Radiohead at Glastonbury, 2003""",Music,posters/movie975.png,en,2003-06-28,8.193999999999999,60442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(235, 226, 217)",0
976,"""Dater's Handbook""",Comedy Drama Romance TV Movie,posters/movie976.png,en,2016-01-30,5.081,374614,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,"(203, 162, 154)",0
977,"""Stripped""",Horror Thriller Comedy,posters/movie977.png,en,2013-05-14,5.433,264227,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"(144, 80, 42)",0
978,"""I've Got Levitation""",Documentary,posters/movie978.png,en,2018-04-25,0.6,514981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(221, 210, 190)",0
979,"""Love By Chance""",Comedy,posters/movie979.png,en,2017-05-05,0.664,455253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(212, 205, 203)",0
980,"""Lady Audley's Secret""",Drama,posters/movie980.png,en,2000-05-17,1.528,309512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(67, 72, 63)",0
981,"""In My Mother's House""",Documentary,posters/movie981.png,en,2017-07-28,0.604,469043,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(222, 218, 202)",1
982,"""Sex School: Lessons of Lust""",Comedy,posters/movie982.png,en,2018-01-01,7.586,505016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(157, 112, 79)",1
983,"""Behind the Walls""",Horror,posters/movie983.png,en,2018-02-01,3.648,503436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(58, 56, 52)",0
984,"""Ask Dr. Ruth""",Documentary,posters/movie984.png,en,2019-08-15,5.496,566063,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(244, 189, 194)",0
985,"""Food ReLOVution""",Documentary,posters/movie985.png,en,2017-01-14,1.483,458821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(243, 210, 211)",0
986,"""Eye-Line""",Drama,posters/movie986.png,en,2012-01-01,1.344,545632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(35, 19, 9)",2
987,"""I Can't Breathe""",Animation Horror Comedy,posters/movie987.png,en,2014-11-22,0.6,513405,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"(47, 48, 48)",2
988,"""Mao's Last Dancer""",Drama Romance,posters/movie988.png,en,2009-10-01,3.825,33870,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"(145, 14, 28)",2
989,"""RockNRolla""",Action Crime Thriller,posters/movie989.png,en,2008-09-04,17.787,13809,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(227, 196, 149)",0
990,"""Room Service""",Drama,posters/movie990.png,en,2005-05-26,0.6,571540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(34, 57, 67)",10
991,"""Hold the Dark""",Thriller Mystery Crime,posters/movie991.png,en,2018-09-22,15.424000000000001,395841,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"(37, 56, 81)",0
992,"""Hellphone""",Fantasy Comedy Mystery,posters/movie992.png,en,2007-03-28,4.378,44588,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"(211, 37, 40)",3
993,"""Astraea""",Science Fiction Drama,posters/movie993.png,en,2015-02-27,1.2209999999999999,326125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(225, 220, 216)",1
994,"""Darkside""",Drama Drama,posters/movie994.png,en,2018-11-08,0.6,606569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(177, 162, 185)",0
995,"""The Prince""",Thriller Action,posters/movie995.png,en,2014-08-22,15.98,241254,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(29, 13, 6)",0
996,"""Discovering Buñuel""",Documentary,posters/movie996.png,en,2011-01-01,0.6,463389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(69, 69, 69)",0
997,"""Foreigner: Live""",Music,posters/movie997.png,en,2008-06-24,3.0069999999999997,231209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(27, 38, 34)",0
998,"""WWE WrestleMania 23""",Action Drama,posters/movie998.png,en,2007-04-01,7.438,58649,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(196, 175, 160)",0
999,"""The Rage""",Horror Science Fiction,posters/movie999.png,en,2007-12-01,4.0569999999999995,13946,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(230, 214, 196)",0
1000,"""Met Opera — Donizetti: Maria Stuarda""",Music,posters/movie1000.png,en,2013-01-19,1.148,166174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(186, 123, 120)",0
1001,"""He's Watching""",Thriller TV Movie,posters/movie1001.png,en,2018-09-02,2.26,546233,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(32, 21, 17)",0
1002,"""Forgive Me For Raping You""",Thriller,posters/movie1002.png,en,2010-10-19,2.7039999999999997,49433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43, 27, 16)",0
1003,"""Gracie's Choice""",TV Movie Drama,posters/movie1003.png,en,2004-01-12,4.141,70476,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"(61, 36, 26)",1
1004,"""This is Mine, This is Yours""",Documentary,posters/movie1004.png,en,2019-10-01,0.6,612293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(149, 163, 177)",1
1005,"""Missing in America""",Drama,posters/movie1005.png,en,2005-01-01,2.707,13834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(216, 190, 171)",5
1006,"""Amy Schumer: Live at the Apollo""",Comedy,posters/movie1006.png,en,2015-10-17,4.694,355178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(28, 26, 24)",5
1007,"""Nightstalker""",Drama Thriller Horror,posters/movie1007.png,en,2002-11-10,3.615,64929,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"(205, 176, 161)",0
1008,"""Assassins""",Thriller Action Drama,posters/movie1008.png,en,2014-08-10,2.844,400671,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(32, 26, 35)",0
1009,"""Breakfast with Curtis""",Comedy,posters/movie1009.png,en,2013-12-04,1.4,134666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(237, 194, 48)",1
1010,"""R.E.M. - Automatic Unearthed""",Documentary Music,posters/movie1010.png,en,2017-12-08,0.929,491570,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"(210, 199, 9)",0
1011,"""Alina""",Drama,posters/movie1011.png,en,2017-09-15,2.414,443403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(183, 75, 83)",0
1012,"""Crypto Rush""",Documentary,posters/movie1012.png,en,2020-04-22,0.6,758302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(199, 144, 149)",3
1013,"""Making Noise Quietly""",Drama,posters/movie1013.png,en,2019-07-19,1.94,603665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(195, 186, 168)",2
1014,"""Leapfrog: Letter Factory Adventures - The Letter Machine Rescue Team""",Family,posters/movie1014.png,en,2014-03-04,0.6,292433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(186, 197, 95)",0
1015,"""Malpractice""",Crime,posters/movie1015.png,en,2001-05-25,0.89,209159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(27, 25, 26)",4
1016,"""Reflections: Iceland""",Documentary,posters/movie1016.png,en,2016-07-04,1.181,535379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(192, 202, 199)",3
1017,"""Alchemy""",Comedy Romance,posters/movie1017.png,en,2005-04-25,2.6689999999999996,41709,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"(120, 103, 55)",1
1018,"""Cambodia, Pol Pot and the Khmer Rouge""",Documentary,posters/movie1018.png,en,2011-01-01,1.212,191708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(201, 205, 206)",1
1019,"""Lonely Planet""",Drama Romance,posters/movie1019.png,en,2014-10-19,0.6,413068,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"(219, 214, 212)",3
1020,"""Meri Biwi Ka Jawab Nahin""",Action Comedy Romance,posters/movie1020.png,en,2004-07-02,1.1420000000000001,344248,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"(190, 197, 188)",0
1021,"""A To Zeppelin: The Story Of Led Zeppelin""",Documentary Music,posters/movie1021.png,en,2004-06-08,0.743,101273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"(201, 202, 203)",3
1022,"""Girlschool: Live From London""",Music,posters/movie1022.png,en,2012-06-11,0.6,389282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(37, 35, 32)",3
1023,"""Lana Turner... a Daughter's Memoir""",Documentary,posters/movie1023.png,en,2001-01-01,0.6,288295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(41, 19, 19)",0
1024,"""Backcountry""",Thriller Drama Horror,posters/movie1024.png,en,2015-03-20,16.180999999999997,228973,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"(48, 58, 47)",0
1025,"""Dead Bird Don't Fly""",Drama,posters/movie1025.png,en,2015-05-13,0.6,554126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(185, 163, 142)",2
1026,"""The Tomorrow Man""",Thriller Science Fiction,posters/movie1026.png,en,2002-04-05,1.23,116298,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(218, 165, 149)",1
1027,"""Waveriders""",Thriller Documentary,posters/movie1027.png,en,2008-01-01,1.96,26151,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(119, 196, 220)",3
1028,"""Black Holler""",Comedy Horror,posters/movie1028.png,en,2017-04-24,0.6,450103,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"(27, 20, 43)",0
1029,"""Red Billabong""",Action Adventure Thriller,posters/movie1029.png,en,2016-08-25,2.847,360924,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(57, 26, 27)",4
1030,"""Made in Japan: The Rise of Deep Purple Mk II""",Music Documentary,posters/movie1030.png,en,2014-09-12,1.828,566250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"(106, 43, 61)",1
1031,"""The Best Two Years""",Comedy Drama,posters/movie1031.png,en,2004-02-20,2.9739999999999998,16668,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"(75, 119, 151)",0
1032,"""Fangs""",Comedy Drama Horror,posters/movie1032.png,en,2015-10-31,0.6,376598,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"(4, 4, 4)",1
1033,"""A Chef's Voyage""",Documentary,posters/movie1033.png,en,2020-04-03,1.042,715911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(40, 45, 45)",0
1034,"""Godard in Fragments""",Documentary,posters/movie1034.png,en,2016-02-10,0.6,516406,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(46, 48, 47)",0
1035,"""Daniel Tiger's Neighborhood: You Are Special, Daniel Tiger!""",Animation Family TV Movie,posters/movie1035.png,en,2017-01-01,0.6,702350,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"(210, 140, 66)",4
1036,"""Sweet Remedy: The World Reacts to an Adulterated Food Supply""",Documentary,posters/movie1036.png,en,2006-09-01,0.6,251243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(229, 239, 129)",0
1037,"""We Still Live Here: Âs Nutayuneân""",Documentary,posters/movie1037.png,en,2011-01-10,0.6,369203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(226, 211, 189)",0
1038,"""Milan""",Drama Romance,posters/movie1038.png,en,2004-02-11,1.205,54435,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"(23, 54, 85)",1
1039,"""Aliens of the Deep""",Documentary,posters/movie1039.png,en,2005-01-28,7.664,22559,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(6, 20, 31)",0
1040,"""The Ghost in the Darkness""",Horror,posters/movie1040.png,en,2019-01-01,0.6,650672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(61, 60, 22)",3
1041,"""All Around The Town""",TV Movie Crime Drama Mystery,posters/movie1041.png,en,2002-05-18,2.775,126960,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,"(15, 34, 14)",0
1042,"""LEGO DC Super Heroes - Aquaman: Rage Of Atlantis""",Animation Family Action,posters/movie1042.png,en,2018-07-23,15.74,513736,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(21, 76, 88)",1
1043,"""Madagascar""",Family Animation Adventure Comedy,posters/movie1043.png,en,2005-05-25,38.223,953,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"(57, 39, 27)",2
1044,"""1 Day""",Crime Documentary Drama Thriller,posters/movie1044.png,en,2009-10-21,4.5569999999999995,30262,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"(20, 21, 19)",0
1045,"""Bare Knuckle Fighting Championship 10""",Action Documentary,posters/movie1045.png,en,2020-02-15,4.673,723995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(180, 141, 92)",1
1046,"""Spark!""",Drama,posters/movie1046.png,en,2017-12-01,0.6,519138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(103, 147, 165)",2
1047,"""Videodrome: Forging the New Flesh""",Documentary,posters/movie1047.png,en,2004-08-27,1.57,338266,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(14, 16, 11)",1
1048,"""Magnitude""",Documentary,posters/movie1048.png,en,2019-05-05,0.6,649250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(85, 75, 67)",0
1049,"""Welcome Back to the Barrio""",Drama,posters/movie1049.png,en,2006-07-26,0.6,749295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(23, 24, 23)",1
1050,"""Holly & Ivy""",Romance TV Movie,posters/movie1050.png,en,2020-11-01,6.114,737793,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"(68, 62, 46)",0
1051,"""Deliver by Christmas""",Romance TV Movie,posters/movie1051.png,en,2020-10-25,5.965,737777,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"(73, 45, 38)",3
1052,"""Opstandelsen""",Action Drama Horror,posters/movie1052.png,en,2010-08-21,5.24,69736,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"(66, 55, 44)",5
1053,"""Dig Two Graves""",Mystery Thriller Fantasy,posters/movie1053.png,en,2014-10-17,7.599,326420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"(7, 43, 56)",3
